mspe_ratio,_varname
17.448334,mspe_ratio_treated
5.9310369,mspe_ratio_gap1
37.29689,mspe_ratio_gap2
3.6925392,mspe_ratio_gap3
3.786649,mspe_ratio_gap4
77.600845,mspe_ratio_gap5
112.02551,mspe_ratio_gap6
1.0197455,mspe_ratio_gap7
15.873312,mspe_ratio_gap8
4.9561353,mspe_ratio_gap9
532.38885,mspe_ratio_gap10
26.028402,mspe_ratio_gap11
.75361454,mspe_ratio_gap12
384.75122,mspe_ratio_gap13
