mspe_ratio,_varname
497.85675,mspe_ratio_treated
2.6248252,mspe_ratio_gap1
48.260296,mspe_ratio_gap2
68.997063,mspe_ratio_gap3
2.2485504,mspe_ratio_gap4
17.219387,mspe_ratio_gap5
259.9809,mspe_ratio_gap6
3.5920694,mspe_ratio_gap7
877.34412,mspe_ratio_gap8
23.401657,mspe_ratio_gap9
.27962902,mspe_ratio_gap10
977.96204,mspe_ratio_gap11
1008.0463,mspe_ratio_gap12
.19746348,mspe_ratio_gap13
547.27051,mspe_ratio_gap14
14.165102,mspe_ratio_gap15
8.6518936,mspe_ratio_gap16
