mspe_ratio,_varname
453.40274,mspe_ratio_treated
.94394839,mspe_ratio_gap1
23.273531,mspe_ratio_gap2
2.6084912,mspe_ratio_gap3
.088371925,mspe_ratio_gap4
10.446391,mspe_ratio_gap5
101.47909,mspe_ratio_gap6
5.3347678,mspe_ratio_gap7
89.141014,mspe_ratio_gap8
2.4125087,mspe_ratio_gap9
.064912625,mspe_ratio_gap10
13.014684,mspe_ratio_gap11
140.08897,mspe_ratio_gap12
.88083929,mspe_ratio_gap13
.77036214,mspe_ratio_gap14
8.3933363,mspe_ratio_gap15
5.4321518,mspe_ratio_gap16
