mspe_ratio,_varname
820.68787,mspe_ratio_treated
45.956623,mspe_ratio_gap1
22.628582,mspe_ratio_gap2
11.194632,mspe_ratio_gap3
1.206084,mspe_ratio_gap4
17.759956,mspe_ratio_gap5
12.722152,mspe_ratio_gap6
17.268265,mspe_ratio_gap7
4.6828699,mspe_ratio_gap8
4.4415236,mspe_ratio_gap9
10.925894,mspe_ratio_gap10
.93538237,mspe_ratio_gap11
12.602221,mspe_ratio_gap12
246.95514,mspe_ratio_gap13
