mspe_ratio,_varname
222.27545,mspe_ratio_treated
62.197025,mspe_ratio_gap1
13.737251,mspe_ratio_gap2
263.13751,mspe_ratio_gap3
7.8162804,mspe_ratio_gap4
12.539072,mspe_ratio_gap5
87.552864,mspe_ratio_gap6
196.85666,mspe_ratio_gap7
7.4240346,mspe_ratio_gap8
66.319054,mspe_ratio_gap9
91.046486,mspe_ratio_gap10
90.727585,mspe_ratio_gap11
215.57515,mspe_ratio_gap12
14.05603,mspe_ratio_gap13
545.41663,mspe_ratio_gap14
