mspe_ratio,_varname
22.630054,mspe_ratio_treated
4.953826,mspe_ratio_gap1
104.61455,mspe_ratio_gap2
1.1100585,mspe_ratio_gap3
.96361333,mspe_ratio_gap4
8.0725651,mspe_ratio_gap5
.49277174,mspe_ratio_gap6
5.9623404,mspe_ratio_gap7
50.52594,mspe_ratio_gap8
6.4406004,mspe_ratio_gap9
1.4438664,mspe_ratio_gap10
23.316778,mspe_ratio_gap11
8.158926,mspe_ratio_gap12
60.99918,mspe_ratio_gap13
3.5372546,mspe_ratio_gap14
19.006231,mspe_ratio_gap15
3.789397,mspe_ratio_gap16
