mspe_ratio,_varname
24.812614,mspe_ratio_treated
4.4584785,mspe_ratio_gap1
25.745327,mspe_ratio_gap2
3.3865669,mspe_ratio_gap3
1.043561,mspe_ratio_gap4
.82731533,mspe_ratio_gap5
3.1586599,mspe_ratio_gap6
2.5782542,mspe_ratio_gap7
7.0931482,mspe_ratio_gap8
3.5308518,mspe_ratio_gap9
.36907727,mspe_ratio_gap10
2.8469541,mspe_ratio_gap11
9.9308424,mspe_ratio_gap12
1.8149815,mspe_ratio_gap13
6.3340383,mspe_ratio_gap14
12.616309,mspe_ratio_gap15
5.4405141,mspe_ratio_gap16
