mspe_ratio,_varname
22.329016,mspe_ratio_treated
2.8577483,mspe_ratio_gap1
7.4858294,mspe_ratio_gap2
8.9858484,mspe_ratio_gap3
.56675291,mspe_ratio_gap4
33.069401,mspe_ratio_gap5
148.4711,mspe_ratio_gap6
11.681496,mspe_ratio_gap7
2.3972683,mspe_ratio_gap8
10.290373,mspe_ratio_gap9
51.311737,mspe_ratio_gap10
8.056941,mspe_ratio_gap11
8.3229971,mspe_ratio_gap12
263.04361,mspe_ratio_gap13
