mspe_ratio,_varname
22.342918,mspe_ratio_treated
10.270905,mspe_ratio_gap1
17.803324,mspe_ratio_gap2
68.495445,mspe_ratio_gap3
16.197445,mspe_ratio_gap4
12.228674,mspe_ratio_gap5
24.460957,mspe_ratio_gap6
21.136599,mspe_ratio_gap7
11.280466,mspe_ratio_gap8
52.462784,mspe_ratio_gap9
34.006046,mspe_ratio_gap10
34.735237,mspe_ratio_gap11
7.2722306,mspe_ratio_gap12
3.1137719,mspe_ratio_gap13
