mspe_ratio,_varname
3.3618696,mspe_ratio_treated
1.5256755,mspe_ratio_gap1
2.3564084,mspe_ratio_gap2
4.1908751,mspe_ratio_gap3
4.7175856,mspe_ratio_gap4
3.0097363,mspe_ratio_gap5
4.3668361,mspe_ratio_gap6
12.542029,mspe_ratio_gap7
8.6344662,mspe_ratio_gap8
21.065739,mspe_ratio_gap9
9.5138273,mspe_ratio_gap10
1.434804,mspe_ratio_gap11
22.400932,mspe_ratio_gap12
160.80191,mspe_ratio_gap13
