mspe_ratio,_varname
110.5843,mspe_ratio_treated
2.8091335,mspe_ratio_gap1
.83044618,mspe_ratio_gap2
10.75687,mspe_ratio_gap3
.96837437,mspe_ratio_gap4
7.4872017,mspe_ratio_gap5
1.1883503,mspe_ratio_gap6
1.1772659,mspe_ratio_gap7
113.12486,mspe_ratio_gap8
13.792095,mspe_ratio_gap9
19.711342,mspe_ratio_gap10
.50224286,mspe_ratio_gap11
11.821247,mspe_ratio_gap12
.2914409,mspe_ratio_gap13
8.0344048,mspe_ratio_gap14
8.7568645,mspe_ratio_gap15
11.451647,mspe_ratio_gap16
