mspe_ratio,_varname
228.02608,mspe_ratio_treated
3.3537948,mspe_ratio_gap1
44.622555,mspe_ratio_gap2
5.9757757,mspe_ratio_gap3
1.1862605,mspe_ratio_gap4
36.246544,mspe_ratio_gap5
50.607822,mspe_ratio_gap6
24.964161,mspe_ratio_gap7
76.96418,mspe_ratio_gap8
1.9253905,mspe_ratio_gap9
1.7453424,mspe_ratio_gap10
17.334423,mspe_ratio_gap11
128.99959,mspe_ratio_gap12
2.3963752,mspe_ratio_gap13
2.2893655,mspe_ratio_gap14
16.895863,mspe_ratio_gap15
4.0325799,mspe_ratio_gap16
