mspe_ratio,_varname
53.264854,mspe_ratio_treated
.94621444,mspe_ratio_gap1
1.1414729,mspe_ratio_gap2
6.5005279,mspe_ratio_gap3
1.2870582,mspe_ratio_gap4
.55327767,mspe_ratio_gap5
6.1830611,mspe_ratio_gap6
2.3927801,mspe_ratio_gap7
1.959751,mspe_ratio_gap8
2.0225718,mspe_ratio_gap9
.89650798,mspe_ratio_gap10
.089956783,mspe_ratio_gap11
1.1064793,mspe_ratio_gap12
53.935078,mspe_ratio_gap13
