mspe_ratio,_varname
34.476913,mspe_ratio_treated
4.0440454,mspe_ratio_gap1
3.816994,mspe_ratio_gap2
8.6488838,mspe_ratio_gap3
5.0005593,mspe_ratio_gap4
16.815653,mspe_ratio_gap5
32.084114,mspe_ratio_gap6
.78098255,mspe_ratio_gap7
.74179375,mspe_ratio_gap8
6.4537678,mspe_ratio_gap9
10.723944,mspe_ratio_gap10
32.003067,mspe_ratio_gap11
10.129766,mspe_ratio_gap12
3.520294,mspe_ratio_gap13
