mspe_ratio,_varname
2.2221494,mspe_ratio_treated
6.4003024,mspe_ratio_gap1
12.395648,mspe_ratio_gap2
4.3034186,mspe_ratio_gap3
1.6534944,mspe_ratio_gap4
.24280599,mspe_ratio_gap5
6.243053,mspe_ratio_gap6
2.8418925,mspe_ratio_gap7
2.3662009,mspe_ratio_gap8
5.2011304,mspe_ratio_gap9
4.1583953,mspe_ratio_gap10
.63341749,mspe_ratio_gap11
9.9551926,mspe_ratio_gap12
.66195196,mspe_ratio_gap13
2.4776733,mspe_ratio_gap14
5.3701539,mspe_ratio_gap15
2.2624838,mspe_ratio_gap16
