mspe_ratio,_varname
9.0123634,mspe_ratio_treated
.79875088,mspe_ratio_gap1
1.7841471,mspe_ratio_gap2
11.674123,mspe_ratio_gap3
1.5239007,mspe_ratio_gap4
.58871573,mspe_ratio_gap5
3.6228151,mspe_ratio_gap6
.1404034,mspe_ratio_gap7
.20647287,mspe_ratio_gap8
.78613138,mspe_ratio_gap9
.69780016,mspe_ratio_gap10
.67514473,mspe_ratio_gap11
20.701969,mspe_ratio_gap12
35.332722,mspe_ratio_gap13
