mspe_ratio,_varname
9.5714483,mspe_ratio_treated
1.932129,mspe_ratio_gap1
2.5723264,mspe_ratio_gap2
14.349658,mspe_ratio_gap3
.27496895,mspe_ratio_gap4
1.7250295,mspe_ratio_gap5
5.7919345,mspe_ratio_gap6
1.4650292,mspe_ratio_gap7
.19364539,mspe_ratio_gap8
.72208613,mspe_ratio_gap9
.77781957,mspe_ratio_gap10
.1290745,mspe_ratio_gap11
10.285441,mspe_ratio_gap12
35.66444,mspe_ratio_gap13
